ID,Title,Instructors,Rating,Level,URL,Duration,Description,Practice Questions,Is Paid,Price (VND)
5985922,SQL Mastery: From Basics to Advanced Techniques,Peace.University; Ziad,4.857143,All Levels,https://www.udemy.com/course/sql-mastery-from-basics-to-advanced-techniques/,37 total mins,An SQL Primer  - Learn the most popular database query language.; Get Started smoothly with SQL - Structured Query Language.; A fair understanding of SQL Terminologies.,0,True,"1,150,000"
6450781,Hands on Cisco Packet Tracer: How to Build a Company Network,Dan,4.85,Beginner Level,https://www.udemy.com/course/how-to-build-a-company-network/,3 total hours,"How to design and build a complete company network using Cisco Packet Tracer from scratch.; Configuring switches and routers for proper connectivity, including VLANs, trunking, and inter-VLAN routing.; IP Addressing and Subnetting to efficiently allocate IPs and avoid conflicts.",0,True,"1,420,000"
5133540,Configuring Windows Server Hybrid Advanced Services (AZ-801),Timothy,4.8421054,All Levels,https://www.udemy.com/course/configuring-windows-server-hybrid-advanced-services-az-801/,13 total hours,Secure Windows Server operating systems in both on-premises and hybrid environments.; Safeguard hybrid Active Directory infrastructures using advanced security measures.; Identify and remedy security vulnerabilities using Azure Services.,0,True,"909,000"
6532333,Google Professional Cloud DevOps Engineer 2025 in First Try!,EduCert,4.8333335,All Levels,https://www.udemy.com/course/google-professional-cloud-devopsengineer/,227 questions,Become a Google Cloud Certified Professional Cloud DevOps Engineer; Get skills to implement processes throughout the systems development lifecycle using Google-recommended methodologies and tools; Get better job prospects and new career opportunities,227,True,"1,490,000"
5854202,Comprehensive CompTIA Security+ SY0-701 Practice Exam,Zeus,4.875,All Levels,https://www.udemy.com/course/comprehensive-comptia-security-sy0-701-practice-exam/,653 questions,Understand Comptia security concepts; Clarify Questions surrounding comptia security; Prepare for real exam,653,True,"259,000"
238828,"CCNA Security Real World Labs - Cisco ASA, Network Security",Marious,4.18,Intermediate Level,https://www.udemy.com/course/ccna-security/,13 total hours, Gain experience in network security areas; Master ASA Firewalls; Identify core technologies for securing networks,0,True,"1,450,000"
5564890,Cybersecurity Awareness: Protect your Digital Realm,Simon,4.5117645,Beginner Level,https://www.udemy.com/course/cybersecurity-awareness-essentials/,2 total hours,Understand the fundamental concepts of cybersecurity and identify common types of cyber threats and their potential impacts.; Implement best practices for securing networks and preventing unauthorized access.; Recognize the importance of email security and apply strategies to mitigate email-based threats.,0,True,"249,000"
3565327,AutoCAD Civil 3D 2020 Training,Mudessar,4.49,Beginner Level,https://www.udemy.com/course/autocad-civil-3d-2020-training/,10 total hours,Practical Application Of Civil 3D; User Interface Of Civil 3D; Importing And Exporting Points,0,True,"749,000"
1132376,Administration of Active Directory and Windows Server (2025),Vitalii,4.3934426,All Levels,https://www.udemy.com/course/windows-server-2016-with-powershell-dns/,76.5 total hours,"Master Windows Server: Gain comprehensive knowledge of Windows Server, its architecture, and core functionalities.; Deploy and Manage Active Directory: Learn to set up, configure, and manage Active Directory Domain Services (AD DS) effectively.; PowerShell for Automation: Discover how to automate tasks and streamline management using PowerShell scripting.",12,True,"249,000"
5026562,How to fix Microsoft Power Apps delegation warning,Alireza,4.68,Intermediate Level,https://www.udemy.com/course/how-to-fix-microsoft-power-apps-delegation-warning/,3 total hours,What delegation is in PowerApps; How delegation can help you for more efficient and faster responding apps; Understanding delegation warning and when you should really care about it,0,True,"1,830,000"
5873944,Identify and Prevent Phishing Attacks: Before They Harm You,Luxmi,4.3636365,Beginner Level,https://www.udemy.com/course/cyber-safety/,1.5 total hours,What are Phishing Attacks; How To Identify Phishing Attack; What Are Different Sources of Phishing Attacks,0,True,"1,140,000"
3448370,Computer Vision with Python,Code; Kaustubh,3.93,Beginner Level,https://www.udemy.com/course/python-for-computer-vision/,6.5 total hours,"Manipulate and open Images with NumPy; Perform image manipulation with OpenCV, including smoothing, blurring, thresholding, and morphological operations.; Use OpenCV to work with image files",0,True,"149,000"
3900262,Learn WSO2 MI: a Step Guide to Master ESB & API Integration,Nelson,4.31,All Levels,https://www.udemy.com/course/learn-wso2-mi-a-step-guide-to-master-esb-api-integration/,5 total hours,"Learn the answer to the question: ""what is WSO2?""; Understand why you should invest time in learning WSO2 for the future!; Learn about one of the most promising tools to Middleware Integration!",0,True,"819,000"
1952038,Free Hacking Tools for Penetration Testing & Ethical Hacking,Muharrem; OAK Academy,4.54,All Levels,https://www.udemy.com/course/ethical-hacking-and-penetration-testing-with-free-tools/,8.5 total hours,"Ethical hacking involves a hacker agreeing with an organization or individual who authorizes the hacker to levy cyber attacks on a system or network.; In addition to proficiency in basic computer skills and use of the command line, ethical hackers must also develop technical skills related to programming.; Ethical hacking is a good career because it is one of the best ways to test a network. An ethical hacker tries to locate vulnerabilities in the network.",0,True,"1,380,000"
1989052,Basics of Embedded C Programming for Beginners,Smart Logic,4.24,Beginner Level,https://www.udemy.com/course/embedded-c-programming-for-embedded-systems/,2 total hours,Embedded C program structure; Introduction to Microcntroller; Programming of micocontroller using embedded c,0,True,"1,700,000"
5787442,AutoCAD Electrical 2024: A Tutorial Series,CADCIM,4.288235,Intermediate Level,https://www.udemy.com/course/autocad-electrical-2024-a-tutorial-series/,5.5 total hours,"You will navigate and familiarize yourself with the software's user-friendly interface, tools, and functionalities; You will learn to create, edit, and manage electrical schematics with precision and clarity; You will learn the art of designing intricate panel layouts for various electrical projects",0,True,"969,000"
1282490,DAX Power Pivot Time Intelligence - 10 Easy Steps,Gilly,4.66,Intermediate Level,https://www.udemy.com/course/dax-power-pivot-time-intelligence-10-easy-steps/,6 total hours,"Support the needs of  Business Intelligence using Time Period Functions in DAX; Create running-totals with DATESYTD(), DATESQTD() & DATESMTD(); Learn how to use PREVIOUSYEAR() and related DAX functions including PREVIOUSQUARTER(), PREVIOUSMONTH() & PREVIOUSDAY()",0,True,"899,000"
5823384,Business Architecture Foundation with TOGAF 10 Standard,Dr. Christopher; Tobias,4.4375,Beginner Level,https://www.udemy.com/course/togaf-10-ba-foundation/,4 total hours,"Everything you need to master the TOGAF Business Architecture Foundation Exam [OGBA-101]; Be more prepared in less time than in self-study, a classroom or remote training; Get ready for the exam with comprehensible and visual learning material, official learning goals for each unit and exam questions",0,True,"1,060,000"
5150256,The Cloud Strategy Master Class,Elias,4.52,All Levels,https://www.udemy.com/course/cloud-strategy-master-class/,5.5 total hours,Accelerating cloud transformation projects with a structured methodical approach; Align IT and business on a shared vision of cloud; Develop and document the cloud transformation strategy,0,True,"519,000"
733136,"VMware vSphere 6.0 Part 4 - Clusters, Patching, Performance",Larry,4.58,Intermediate Level,https://www.udemy.com/course/vmware-vsphere-60-part-4-drs-ha-clusters-ft-patching-performance/,8 total hours,Understand ESXi host requirements for DRS/HA clusters; Create and edit Distributed Resource Scheduling (DRS) load balanced clusters; Understand and adjust DRS automation level settings,0,True,"1,620,000"
2448032,"Power Automate vs Azure Logic Apps, which tool should I use?",Kent,4.53,Beginner Level,https://www.udemy.com/course/microsoft-flow-vs-azure-logic-apps/,6.5 total hours,Students will learn about Microsoft Flow and Azure Logic Apps and the differences between the two services.; Obtain prescriptive guidance on scenarios where one technology is a better fit over another; Understand the different security and governance capabilities in each technology,0,True,"559,000"
3515418,Quantum Computing and Quantum Machine Learning - Part 1,Rushabh,4.59,Beginner Level,https://www.udemy.com/course/quantum-computing-and-quantum-machine-learning-part-1/,2.5 total hours,Quantum Mechanics; Quantum Physics; Quantum Computing,0,True,"1,680,000"
3310112,Cypress V10+: UI + API Automation + CUCUMBER + Page Objects,Rahul,4.17,All Levels,https://www.udemy.com/course/cypress-automation-tutorial-training/,33.5 total hours,Cypress tool - Automation in-Depth; Page Object Model; Cucumber JS,0,True,"109,000"
4366058,CompTIA Security Plus SY0-701 Master Course & Practice Exam,Oak; OAK Academy,4.47,All Levels,https://www.udemy.com/course/comptia-security-plus-sy0-601-master-course-practice-exam/,22 total hours,Join our course in preparing for the CompTIA Security+ certification with real-world cybersecurity at our course.; You’ll get step-by-step video tutorials along with hands-on exercises and practice tests that mirror real-world problems you’ll encounter in a typical IT job.; OAK Academy offers top-rated CompTIA Security+ exam prep courses to help you prepare for the job market.,90,True,"489,000"
3596344,SAP Extended Warehouse Management - Material Flow Systems,KnowYour,4.4,All Levels,https://www.udemy.com/course/sap-ewm-material-flow-systems/,1.5 total hours,SAP EWM MFS; SAP EWM Material Flow Systems; How the integration of conveyor systems works,0,True,"579,000"
4246052,Web Security: A Hands-on Approach,Wenliang,4.69,All Levels,https://www.udemy.com/course/web-security-du/,7 total hours,Understand the common security problems in web applications; Understand the security aspects of the web technologies; Gain hands-on experiences from the labs (SEED Labs) developed by the instructor,0,True,"1,000,000"
2170182,The Practice of Enterprise Architecture (Part I),Svyatoslav,4.33,Intermediate Level,https://www.udemy.com/course/the-practice-of-enterprise-architecture-part-i/,7.5 total hours,Understand the role of IT in modern organizations and the problem of business and IT alignment; Understand the concept of enterprise architecture as a solution to the problem of alignment; Know the role of enterprise architecture practice in organizations and the historical origin of modern EA best practices,0,True,"1,530,000"
3540994,"GNU Make & Makefile To Build C/C++ Projects(LINUX,MAC)[2025]",Subrata Kumar,4.34,All Levels,https://www.udemy.com/course/gnu-make-makefile-to-build-cc-projects-linuxmac/,4.5 total hours,"Build C/C++ program using Makefile; As a C/C++ developer what we should know about  makefile!; Is Makefile difficult? No No No. We'll make it simple. We will focus on how easily we can work in Makefile. Doing Project here, so your concept will be cleared.",0,True,"1,100,000"
2539266,AWS Elastic Beanstalk - Master Class|Hands On Learning!,Kalyan Reddy Daida,4.45,All Levels,https://www.udemy.com/course/aws-elastic-beanstalk-master-class/,14.5 total hours,You will learn each and every feature of Elastic Beanstalk Environments; You will understand the Rolling Updates & Deployments concepts in detail and implement them; You will learn each and every configuration item of Elastic Beanstalk.,0,True,"1,140,000"
5104666,Become a Master at ServiceNow ITSM,Arno,4.25,All Levels,https://www.udemy.com/course/itsm-masterclass/,7 total hours,Understand ServiceNow ITSM processes; Learn how to administer the ServiceNow ITSM module; Prepare for the ServiceNow Certified Implementation Specialist (CIS) - IT Service Management (ITSM),100,True,"709,000"
5567520,AZ-104 Microsoft Azure Administrator w/ AZ104 Practice Tests,Video; Varun; Phil,4.48,Intermediate Level,https://www.udemy.com/course/az-104-microsoft-azure-administrator-az104-practice-tests/,10.5 total hours,Pass the AZ-104 Microsoft Azure Administrator Exam; Learn from a Microsoft Certified Trainer; Take practice tests designed to help you easily pass the AZ-104 exam,45,True,"839,000"
4464628,March 2025 Practice Test : Practice ServiceNow CIS-HRSD Exam,Vatsala,4.4,All Levels,https://www.udemy.com/course/hrsd-implementation-specialist-practice-tests/,175 questions,Questions based on latest family release.; Practice exams for CIS - HR certification; Gain confidence for clearing the actual exam with 165 questions covering the HR application,175,True,"339,000"
1085644,Ubuntu Linux for beginners,Frank,3.98,Beginner Level,https://www.udemy.com/course/ubuntu-linux-for-beginners/,1 total hour,Use the Ubuntu Desktop; Customize Ubuntu Desktop; Add new users using the GUI,0,True,"1,660,000"
1928442,Burp Suite Bug Bounty Web Hacking from Scratch,Hackers Cloud,3.92,All Levels,https://www.udemy.com/course/master-in-burp-suite-bug-bounty-web-security-and-hacking/,3 total hours,Set up a lab environment to practice Bug Bounty Web Hacking; Familiar with Burp Suite pen testing tool; Intercepting requests using a proxy,0,True,"1,530,000"
3179486,Ethical Hacking & Penetration Testing with Metasploit,Oak; OAK Academy,4.5,All Levels,https://www.udemy.com/course/complete-ethical-hacking-and-penetration-testing-course/,28 total hours,"Ethical hacking involves a hacker agreeing with an organization or individual who authorizes the hacker to levy cyber attacks on a system or network.; In addition to proficiency in basic computer skills and use of the command line, ethical hackers must also develop technical skills related to programming.; Ethical hacking is a good career because it is one of the best ways to test a network. An ethical hacker tries to locate vulnerabilities in the network.",0,True,"1,750,000"
3785810,Computerised System Validation (CSV),Hitendrakumar,3.84,Beginner Level,https://www.udemy.com/course/computerised-system-validation-csv/,3.5 total hours,"Pharmacy,; This course has been updated to include the update on 21 CFR Part 11 and also electronic version of CFR part 11. This two-day fundamental course introduces participants to regulatory requirements for computerized systems in the pharmaceutical industry and explores tried, tested, and internationally recognized methods of meeting those requirements.  Regulatory guidance provides a pragmatic and effective framework for achieving computerized systems that are fit for intended use and meet current regulatory requirements. The course will provide principles and an overview of the overall computer systems compliance.",0,True,"1,580,000"
5502478,The Essential Guide To Type Annotations In Python,Federico,4.91,Expert Level,https://www.udemy.com/course/pythontypes/,2.5 total hours,How to use Type Annotations; The benefits of using Type Annotations; How to write clean code with Type Annotations,0,True,"1,010,000"
5366910,Cisco virtual Port Channel (vPC) by Arash Deljoo,Arash,4.8125,Intermediate Level,https://www.udemy.com/course/cisco-vpc-virtual-port-channel-by-arash-deljoo/,5.5 total hours,vPC - virtual Port Channel Fundamentals; vPC - virtual Port Channel Components; vPC - virtual Port Channel Configuration,0,True,"1,550,000"
1239096,NEW Cisco CCNA (200-301) - iOS Administration Labs,Keith,4.76,All Levels,https://www.udemy.com/course/cisco-ccna-rs-200-125-ios-administration-labs/,5 total hours,Understand Router & Switch Boot Sequence; Understand Cisco iOS File Systems; Understand how to navigate Cisco iOS,0,True,"379,000"
5506308,C_TB1200_10 : SAP Business One Release 10.0,Ritesh,4.7272725,All Levels,https://www.udemy.com/course/ritz-c_tb1200_10/,320 questions,Pass the certificate exam for SAP Certified Application Associate - SAP Business One Release 10.0; Learn about SAP Business One Release; Prepare student for certification exam,320,True,"1,600,000"
6575553,PLC Programming - Advanced Object Oriented Programming (OOP),Marco,4.8125,Expert Level,https://www.udemy.com/course/plc-programming-advanced-object-oriented-programming-oop/,7 total hours,"Implement core CoDeSys OOP features like Methods, Properties, and Access Specifiers to create well-encapsulated Function Blocks.; Design and utilize Inheritance (EXTENDS, ABSTRACT, SUPER) and Interfaces (IMPLEMENTS) to build flexible, reusable, and maintainable Function Block hierarchies.; Apply Polymorphism using Interface variables (IF <> 0) and runtime checks (__QUERY...) to create decoupled and adaptable automation logic.",0,True,"569,000"
5538224,Creating a telegram bot using Java,Dmitrii,4.857143,Intermediate Level,https://www.udemy.com/course/telegram-bot-java/,4 total hours,What telegram bots can do.; How to create a telegram bot. You will have a chance to create your own bot.; How to create a comprehensive Spring Boot application with a database.,0,True,"799,000"
5884652,ISTQB Foundation v4 - 1000+ Best Exam Preparation Quizzes,Upgrade,4.857143,All Levels,https://www.udemy.com/course/istqb-foundation-level-v4-course-1000-questions/,4 total hours,Grasp the fundamental concepts of software testing; Apply core testing terminology; Recognize the principles behind test design techniques,80,True,"959,000"
4124180,Domain 5 - Protection of Information Assets,Navkar Digital,4.7916665,Beginner Level,https://www.udemy.com/course/information-assets/,48 total hours,Students who wish to study about CISA; Students who wish to study Domain 5 of CISA; Students who wish to study Protection of Information assets,0,True,"1,550,000"
4953516,Cisco Data Centers | MP-BGP,Salman,4.77,All Levels,https://www.udemy.com/course/ccie-data-center-bgp/,8.5 total hours,"Explain the differences between BGP and IGPs.; Describe the BGP message types (OPEN, UPDATE, ..).; Recognize BGP states (Idle, Connect, …, Connect).",0,True,"1,170,000"
5483166,Xage Zero Trust Blockchain-Protected Fabric for IIOT,Hatem,4.75,Intermediate Level,https://www.udemy.com/course/xage-zero-trust-blockchain-protected-fabric-for-iiot/,4 total hours,Zero trust approach for access management for critical infrastructure including the operational technology; Zero trust secure local access for floor operations within the OT infrastructure itself; Securely facilitate vendor and third-party OEM remote access into the critical infrastructure down to the OT devices the L1 devices the PLCs and the RTUs,0,True,"679,000"
3451994,"Secure VPS in Ubuntu 20.04: LetsEncrypt, Cloudflare and more",JuanD; ProgramarYa,4.73,All Levels,https://www.udemy.com/course/secure-vps-with-ubuntu-2004-nginx-mysql-letsencrypt-cloudflare-more/,9 total hours,"Publish your projects and services in your own online space securely and autonomously.; Manage your VPS server efficiently and securely in an agile, easy, secure and economical way.; Handle correctly your www and non-www websites",0,True,"1,350,000"
5689882,Cyber Security: Linux Audit,Frank,4.607143,Beginner Level,https://www.udemy.com/course/cyber-security-linux-audit/,38 total mins,Audit a Linux System; Hunt Rootkits; How to Use Firewall,0,True,"99,000"
6158079,Converting Excel calculations Formula to Website in 15 mints,Ayman,4.652174,All Levels,https://www.udemy.com/course/converting-excel-calculations-formula-to-website-in-15-mints/,38 total mins,Converting these Excel Workbooks to be Website based forms.; Use the new Website as a simple and easy form for calculations.; Students can sale the Websites to customers need these calculations.,0,True,"1,710,000"
5593206,Selenium WebDriver 4 with Java MASTERCLASS [2025],Diego,4.84,All Levels,https://www.udemy.com/course/selenium-webdriver-with-java-masterclass-from-zero-to-hero/,14 total hours,Test Automation Fundamentals; Selenium WebDriver with Java Test Automation; Inspecting Elements using Selenium WebDriver built-in locator methods,0,True,"239,000"
5701592,Part 7 |MS Dynamics 365-Finance & Operations-MB300 |330 |310,Mohammad,4.8,All Levels,https://www.udemy.com/course/part-7-ms-dynamics-365-finance-operations-mb300-330-310/,5.5 total hours,1 . Working with Serial and Batch numbers; 1.1 Introduction to Serials and Batch numbers; 1.2 Exploring Automatic Serial Number Processing,0,True,"949,000"
2538582,Python Programming Bootcamp,Derek,4.71,All Levels,https://www.udemy.com/course/ultimate-python-tutorial/,61.5 total hours,A complete understanding of Python and related technologies with a focus on problem solving,0,True,"1,380,000"
5322116,Pre-Sales & Sales Engineering 101,Sanjeev,4.892857,Beginner Level,https://www.udemy.com/course/pre-sales-and-sales-engineering-101/,37 total mins,Understand the prospect's business problem so that you can recommend the right solutions; Learn how to showcase the value of your product (demo); Learn how to solution for your prospect to make sure your product fits their environment,0,True,"1,830,000"
3591648,Mastering TypeScript with Marathon Interview Questions,Nirmal,4.71,All Levels,https://www.udemy.com/course/mastering-typescript-with-marathon-interview-questions/,7.5 total hours,Learn and understand what is TypeScript and how it works; Basic to advanced level practical concepts in TypeScript development; Real-world TypeScript interview questions asked in IT companies world-wide,0,True,"679,000"
4479456,Managing Customer Data with Exacaster Customer 360 Primer,Egidijus,4.785714,All Levels,https://www.udemy.com/course/exacaster-customer-360-primer/,2.5 total hours,"Key features of Exacaster Customer 360 platform; Customer data management core principles; Collecting customer data into Exacaster Customer 360 using files, databases, and API's",0,True,"569,000"
5122118,SC-100 -Microsoft Cybersecurity Architect - Exam Prep,Anand Rao,4.860656,Expert Level,https://www.udemy.com/course/microsoft-cybersecurity-architect-sc-100-exam-prep/,13 total hours,Prepare for SC-100 Microsoft Cybersecurity Architect Certification; Understand the cyber security ecosystem in Microsoft cloud; Identify and manage risks using Microsoft security tools,0,True,"1,140,000"
5329200,Text Network Analysis with NetMiner,CYRAM,4.785714,Beginner Level,https://www.udemy.com/course/text-network-analysis-with-netminer/,5 total hours,"Fundamentals of unstructured text mining and analysis.; Text data preprocessing, topic modeling, and word network extraction and visualization using NetMiner.; Mastery of the entire process of text analysis with NetMiner.",0,True,"1,790,000"
6081237,Salesforce Certified Associate Practice Test + Explanation,SF,4.790323,Beginner Level,https://www.udemy.com/course/sf-certified-associate-practice-test-with-explanations/,120 questions,"Learners will be ready to pick up Certification Exam. Instead of vague & extra questions this course has pin-pointed scenarios. 3 Sets of Unique Tests.; Explain almost all the concepts/topics & Trailhead Links/Modules of Salesforce Associate. Rich explanations help to clear the interviews of Salesforce.; Topics explained -Salesforce Ecosystem, relationship between the core standard objects (Account, Contact, Lead, Opportunity,Case), Basics of Reports & Dashboard",120,True,"249,000"
6006566,AWS Certified Cloud Practitioner (CLF-C01) - Practice Exams,Manish,4.425,Beginner Level,https://www.udemy.com/course/aws-certified-cloud-practitioner-clf-c01-practice-exams-k/,390 questions,"Understanding the format and structure of the AWS Certified Cloud Practitioner exam; Self-assessment of current knowledge and identification of areas that require further study; Reinforcement of key AWS concepts, services, and terminology",390,True,"1,310,000"
4861120,Zendesk Chat for Customer Service Agents Online Training,Guidoo; Nils,4.8,Beginner Level,https://www.udemy.com/course/zendesk-chat-and-messaging-for-customer-service-agents-online-training/,1.5 total hours,Zendesk live-chat for beginners and intermediate agents; How to help a customer using Zendesk chat; Everything you need to know to help customers,0,True,"279,000"
6457809,AI-900: Microsoft Azure AI Fundamentals | 5 Practice Exams,Nikolai,4.7625,All Levels,https://www.udemy.com/course/ai-900-microsoft-azure-ai-fundamentals-5-practice-exams/,250 questions,Prepare to PASS the Microsoft Azure AI Fundamentals (AI-900) Exam!; Complete Practice Exams designed to mirror the real exam experience.; Detailed Explanations for every question to ensure understanding.,250,True,"979,000"
5277350,Cyber Secuirty Expert Course,Satyendra Singh (NCFM and NSIM certified ),4.75,Intermediate Level,https://www.udemy.com/course/cyber-secuirty-expert/,5 total hours,Hacking; Type of Secuity; Malwares,0,True,"1,980,000"
6350483,Docker Fundamentals - with Security & Hands-On Demos,Northern,4.9,All Levels,https://www.udemy.com/course/docker-fundamentals-security/,3.5 total hours,Docker fundamentals explained -- e.g. how a Dockerfile related to a Docker image.; Key Docker concepts explained e.g. what a Docker registry is.; Docker security -- how to ensure your Docker containers are secure.,0,True,"449,000"
625098,Create Your Own DVR with Mythbuntu (Ubuntu + MythTV),Cody Ray,4.6538463,All Levels,https://www.udemy.com/course/create-your-own-dvr-with-mythbuntu-ubuntu-mythtv/,2 total hours,Install and configure Mythbuntu; Record TV shows using a digital antenna and TV capture card; Schedule recordings using the MythTV guide,0,True,"1,230,000"
6583581,Unreal Engine 5.5 - The Ultimate Cinematic Masterclass,Nick,4.75,All Levels,https://www.udemy.com/course/unreal-engine-55-the-ultimate-cinematic-masterclass/,12 total hours,Design and Build Immersive Environments; Animate Characters with Precision; Add Visual Effects & Final Touches,0,True,"1,390,000"
2470028,2025 Salesforce Flows: The Complete Guide to Lightning Flows,Nick,4.7293816,All Levels,https://www.udemy.com/course/salesforce-lightning-flow-builder-the-complete-guide/,27.5 total hours,Salesforce Flows - How to use Salesforce Flows to build automation; Salesforce Certified Administrator - Understand Process Automation section of exam; Higher Salary - How to use Flows to increase your value to your company,0,True,"269,000"
5081208,Working with LinkedList [Java],Monish,4.6,Beginner Level,https://www.udemy.com/course/working-with-linkedlist/,33 total mins,"How to traverse a LinkedList; How to use two pointer approach in Linked List; How to access, add, delete, add elements in Linked list",0,True,"1,600,000"
5057856,Google Cloud Certification (ACE and PCA)-2023,TechTrapture,4.6944447,Intermediate Level,https://www.udemy.com/course/google-cloud-certification-ace-and-pca-2023/,14.5 total hours,Strong foundation  for Google cloud; Identity and access management in GCP; Gcloud commands and terminal skills,0,True,"119,000"
4978216,Top 300 .NET & Angular Interview Questions - Fullstack,Happy,4.67,All Levels,https://www.udemy.com/course/top-300-net-angular-interview-questions-fullstack/,13.5 total hours,.NET Interview Preparation; Angular Interview Preparation; Top 200 .NET Interview Questions,0,True,"1,870,000"
3832264,98-361: Software Development Fundamentals (using VB .Net),Phillip; I Do Data,4.64,Beginner Level,https://www.udemy.com/course/98-361-software-development-fundamentals-using-vb-net-visual-basic-net/,10 total hours,"Core programming fundamentals, such as decision structures, repetition and error handling; Object-oriented programming fundamentals, such as classes, inheritance, polymorphism and encapsulation; General software development fundamentals: application life cycle management, application specifications, and algorithms and data structures",42,True,"1,720,000"
638404,Oracle 11g Certified Professional Exam Prep I,Dave,4.62,Beginner Level,https://www.udemy.com/course/oracle-11g-certified-professional-exam-prep-i/,11 total hours,Complete the Oracle 11g Certified Associate Exam,0,True,"1,760,000"
4672476,Ethical Hacking: Network Exploitation Basics,Peter,4.03,Beginner Level,https://www.udemy.com/course/ethical-hacking-network-exploitation-basics/,1 total hour,Hack into Servers; How to do passive renassaince; How to setup a Linux/Mac backdoor,0,True,"619,000"
2889006,Oracle Fusion Smart View / Financial Reporting Studio / OTBI,Vikas,4.4,All Levels,https://www.udemy.com/course/oracle-fusion-smart-view-financial-reporting-studio-otbi/,6.5 total hours,"Using Smart View - Excel Plug-In for Oracle Fusion / Building Financial Reporting Studio Reports from scratch / You will learn what are the reporting tools available in Oracle Fusion. After that you will learn about various options of generating reports, analysis, dashboards etc. using OTBI",0,True,"909,000"
3095096,Geospatial Data Analyses & Remote Sensing: 5 Courses in 1,Kate,4.35,All Levels,https://www.udemy.com/course/practical-geospatial-analysis-masterclass-4-classes-in-1/,9 total hours,"Understand and implement basic concepts of Geographic Information Systems (GIS) and Remote Sensing; Fully understand the basics of Land use and Land Cover (LULC) Mapping and Change Detection in QGIS; Learn the most popular open-source GIS and Remote Sensing software tools (QGIS), Semi-automated classification (SCP) plugin, OTB toolbox)",0,True,"1,430,000"
5965486,Leveraging Next-Gen Solutions with ServiceNow GenAI,Arno,4.3612905,Beginner Level,https://www.udemy.com/course/servicenow-genai/,2 total hours,Understand the fundamentals of generative AI and its applications within the ServiceNow platform.; Learn how to integrate and customize generative AI tools to address specific business needs and optimize ServiceNow workflows.; Develop the skills to design and deploy innovative AI-driven solutions  drive continuous improvement within ServiceNow environments.,0,True,"1,380,000"
1777966,Java Certification - OCA (1Z0-808) Topic-wise Tests [2025],Udayan,4.56,All Levels,https://www.udemy.com/course/java-ocajp/,425 questions,Confidence to pass the OCA exam in 1st attempt; Receive insights into common pitfalls and learn how to avoid these; Face the Java OCA 1Z0-808 exam confidently with extensive practice,425,True,"209,000"
1942834,MikroTik CAPsMAN with LABS,Maher,4.67,All Levels,https://www.udemy.com/course/mikrotik-capsman-with-labs/,3 total hours,How to enable CAPsMAN on a MikroTik router; How to enable CAPs on MikroTik routers; How to connect the CAPs to the CAPsMAN via layer 2 and layer 3 connectivity,0,True,"359,000"
852622,Remote Hacking Python Expert with Python 2.x and 3.x,Bharatiya Shesha Univeristy,3.68,All Levels,https://www.udemy.com/course/advanced-ethical-hacking/,2 total hours,How to develop remotely data grabbing tools; How to remote Grab Data using tools that you developed; How to remotely Hack into Windows computer using tools,0,True,"1,280,000"
6228533,Master Svelte 5 & SvelteKit – Build & Deploy Real-World Apps,Niklas,4.663636,All Levels,https://www.udemy.com/course/practical-sveltekit-guide-build-and-deploy-real-world-apps/,16 total hours,"Build modern web applications using Svelte 5 and SvelteKit, applying the latest syntax, including Rune syntax, to real-world projects.; Integrate third-party services like Stripe, Supabase, and OpenAI into web apps to handle payments, authentication, and image recognition.; Develop and deploy server-rendered apps that are highly interactive, lightweight, and optimized for performance using SvelteKit.",0,True,"549,000"
4808462,Elastic Certified Engineer Exam V8.1,Deepak,4.0,Intermediate Level,https://www.udemy.com/course/elastic-certified-engineer-exam/,6 total hours,Learn and Pass Elastic Certified Engineer Exam V8.1 - 2023 Edition; Data Management; Searching Data,0,True,"959,000"
525128,Windows Server 2012 R2 - Preparation to exam 70-410,Educativo; IT Security; Hacking,4.24,All Levels,https://www.udemy.com/course/windows-server-2012-r2-preparation-to-exam-70-410/,11.5 total hours,Full preparation for certification exam 70-410 Installing and Configuring Windows Server 2012; Learn how to install and configure server; Find out server roles and features,0,True,"239,000"
3165502,Mastering STM32CubeMX 5 and CubeIDE - Embedded Systems,BHM; EmbeddedExpertIO; Israel,4.39,All Levels,https://www.udemy.com/course/stm32cubemx-5-and-cubeide/,10 total hours,Develop a USB HID Mouse Firmware Device; Develop a USB HID Keyboard Firmware Device; Develop a USB Virtual Com Port Firmware Device,0,True,"1,610,000"
1298612,"DevOps with GIT(Flow) Jenkins, Artifactory, Sonar, ELK, JIRA",Nand,3.99,All Levels,https://www.udemy.com/course/devops-with-git-jenkins-artifactory-and-elk-stack/,6.5 total hours,Build DevOps environment for their organization.; Expand the DevOps environment for multiple use cases in their organization.; Identify DevOps toolchain fit for their organization and customize as needed.,0,True,"1,360,000"
1478640,Linux KVM for System Engineers,Yogesh,4.28,Beginner Level,https://www.udemy.com/course/linux-kvm-for-system-engineers/,2 total hours,Understanding on KVM; Install and configuration of the KVM; Administration of the KVM,0,True,"1,250,000"
