title,organization,skill_names,rating,level,type,duration,number_of_reviews,url,price
Data Visualization with Python,IBM," Python Programming, Computer Programming, Data Analysis, Data Visualization",4.5,Intermediate , Course , 1 - 3 Months,11000,https://www.coursera.org/courses/data-visualization-with-python,"1,770,000"
Trading Strategies in Emerging Markets,Indian School of Business," Finance, Investment Management, Financial Analysis, Securities Trading, Accounting, Algorithms, Strategy, Financial Accounting, Market Analysis, Business Analysis, Statistical Analysis, Risk Management, Strategy and Operations, Account Management, Behavioral Economics, Decision Making, General Accounting, Market Research, Performance Management, Correlation And Dependence, Statistical Tests",4.2,Beginner , Specialization , 3 - 6 Months,2600,https://www.coursera.org/specializations/trading-strategies-in-emerging-markets,"1,760,000"
Deep Neural Networks with PyTorch,IBM," Human Learning, Machine Learning, Deep Learning, Python Programming, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Regression, Statistical Machine Learning",4.4,Intermediate , Course , 1 - 3 Months,1500,https://www.coursera.org/courses/deep-neural-networks-with-pytorch,"589,000"
Learn English: Intermediate Grammar,"University of California, Irvine"," Writing, Communication",4.8,Intermediate , Specialization , 3 - 6 Months,5100,https://www.coursera.org/specializations/learn-english-intermediate-grammar,"1,110,000"
Introduction to Computer Science and Programming,University of London," Mathematical Theory & Analysis, Mathematics, Problem Solving, Algebra, Calculus, Computer Networking, Applied Mathematics, Critical Thinking, Theoretical Computer Science, Computer Programming, Javascript",4.2,Beginner , Specialization , 3 - 6 Months,1400,https://www.coursera.org/specializations/introduction-to-computer-science-and-programming,"349,000"
Leading Diverse Teams & Organizations,University of Michigan," Communication, Leadership and Management",4.8,Beginner , Course , 1 - 4 Weeks,346,https://www.coursera.org/courses/leading-diverse-teams--organizations,"739,000"
Introduction to Cyber Security,New York University," Security Engineering, Cyberattacks, Network Security, System Security, Security Strategy, Computer Networking, Security Software, Computer Security Models, Network Architecture, Strategy, Cryptography, Problem Solving, Software Security, Algorithms, Computer Security Incident Management, Critical Thinking, Computational Thinking, BlockChain, Cloud Computing, Mobile Security",4.7,Beginner , Specialization , 3 - 6 Months,3400,https://www.coursera.org/specializations/introduction-to-cyber-security,"669,000"
Investment and Portfolio Management,Rice University," Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Mathematical Theory & Analysis, Probability Distribution",4.5,Beginner , Specialization , 3 - 6 Months,2500,https://www.coursera.org/specializations/investment-and-portfolio-management,"979,000"
The Pronunciation of American English,"University of California, Irvine", Communication,4.8,Beginner , Specialization , 3 - 6 Months,979,https://www.coursera.org/specializations/the-pronunciation-of-american-english,"399,000"
Natural Language Processing with Attention Models,DeepLearning.AI," Artificial Neural Networks, Deep Learning, Natural Language Processing, Machine Learning, Python Programming, Statistical Programming",4.4,Intermediate , Course , 1 - 4 Weeks,949,https://www.coursera.org/courses/natural-language-processing-with-attention-models,"539,000"
Statistics with Python,University of Michigan," General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Mathematics, Plot (Graphics), Regression, Estimation, Correlation And Dependence, Data Visualization, Exploratory Data Analysis, Computer Programming, Bayesian Statistics",4.6,Beginner , Specialization , 1 - 3 Months,3100,https://www.coursera.org/specializations/statistics-with-python,"1,100,000"
From Data to Insights with Google Cloud,Google Cloud," Google Cloud Platform, Cloud Computing, SQL, Databases, Data Analysis, Big Data, Cloud Platforms, Data Management, Exploratory Data Analysis, Cloud Storage, Data Analysis Software, Extract, Transform, Load, Data Model, Machine Learning, Applied Machine Learning, Human Learning, Data Visualization, Machine Learning Software, Database Theory",4.6,Beginner , Specialization , 3 - 6 Months,4600,https://www.coursera.org/specializations/from-data-to-insights-with-google-cloud,"559,000"
GPU Programming,Johns Hopkins University," Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra",2.8,Intermediate , Specialization , 3 - 6 Months,72,https://www.coursera.org/specializations/gpu-programming,"579,000"
Fundamentals of Machine Learning for Healthcare,Stanford University," Critical Thinking, Machine Learning",4.8,Beginner , Course , 1 - 3 Months,365,https://www.coursera.org/courses/fundamentals-of-machine-learning-for-healthcare,"639,000"
SAP Professional Fundamentals,SAP," Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Analysis, Business Transformation, Cloud-Based Integration, Supply Chain and Logistics",4.7,Beginner , Course , 1 - 3 Months,411,https://www.coursera.org/courses/sap-professional-fundamentals,"1,350,000"
Introduction to Computers and Operating Systems and Security,Microsoft," Cloud Computing, Computer Architecture, Operating Systems, System Security",4.8,Beginner , Course , 1 - 4 Weeks,526,https://www.coursera.org/courses/introduction-to-computers-and-operating-systems-and-security,"649,000"
Hands-on Introduction to Linux Commands and Shell Scripting,IBM, Linux,4.7,Beginner , Course , 1 - 4 Weeks,992,https://www.coursera.org/courses/handson-introduction-to-linux-commands-and-shell-scripting,"449,000"
PwC GST Taxation Executive,PwC India," Leadership and Management, Finance, Financial Analysis, Taxes, Problem Solving",4.6,Beginner , Professional Certificate , 3 - 6 Months,56,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,"1,330,000"
C Programming with Linux,Dartmouth College," Computer Programming, Computer Programming Tools, Linux",4.6,Beginner , Specialization , 3 - 6 Months,279,https://www.coursera.org/specializations/c-programming-with-linux,"1,190,000"
Software Development Lifecycle,University of Minnesota," Software Engineering, Agile Software Development, Design and Product, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Organizational Development, Product Development, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Computer Programming Tools, Computer Programming, Search Engine Optimization, Conflict Management",4.7,Intermediate , Specialization , 3 - 6 Months,9100,https://www.coursera.org/specializations/software-development-lifecycle,"659,000"
Google UX Design (DE),Google," Design and Product, User Experience Design, User Experience",4.4,Beginner , Professional Certificate , 3 - 6 Months,38,https://www.coursera.org/professional-certificates/google-ux-design-de,"749,000"
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania, Health,4.8,Mixed , Course , 1 - 3 Months,6100,https://www.coursera.org/courses/vital-signs-understanding-what-the-body-is-telling-us,"869,000"
Auditing I: Conceptual Foundations of Auditing,University of Illinois at Urbana-Champaign," Accounting, Audit, Critical Thinking, Financial Analysis, Regulations and Compliance, Risk Management, Financial Accounting, General Accounting, Leadership and Management, Finance",4.7,Intermediate , Course , 1 - 3 Months,525,https://www.coursera.org/courses/auditing-i-conceptual-foundations-of-auditing,"1,410,000"
Write Professional Emails in English,Georgia Institute of Technology," Writing, Business Communication, Professional Development",4.8,Mixed , Course , 1 - 3 Months,17000,https://www.coursera.org/courses/write-professional-emails-in-english,"1,390,000"
Fundamentals of Reinforcement Learning,University of Alberta," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",4.8,Intermediate , Course , 1 - 3 Months,2700,https://www.coursera.org/courses/fundamentals-of-reinforcement-learning,"1,570,000"
Managing Cybersecurity,University System of Georgia," Security Engineering, System Security, Risk Management, Computer Security Incident Management, Leadership and Management, Security Strategy, Network Security, Strategy, Cyberattacks, Strategy and Operations, Computer Security Models, Software Security, Security Software, Computer Networking, Planning, Business Analysis, Network Architecture, Networking Hardware, Organizational Development, Operations Management, Cryptography, Network Model, Project Management, Software As A Service, Cloud Computing",4.8,Beginner , Specialization , 3 - 6 Months,1100,https://www.coursera.org/specializations/managing-cybersecurity,"1,220,000"
TensorFlow: Data and Deployment,DeepLearning.AI," Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Software Framework, Visualization (Computer Graphics), iOS Development",4.6,Intermediate , Specialization , 3 - 6 Months,1400,https://www.coursera.org/specializations/tensorflow-data-and-deployment,"299,000"
Learning Linux for LFCA Certification,LearnQuest," Operating Systems, Linux, System Software, Cloud Computing, Computer Networking, DevOps, Network Security, Cloud Platforms, Computer Programming Tools, Software Engineering Tools, System Security, Application Development, Cloud Applications, Devops Tools, Security Engineering, System Programming, Information Technology",4.5,Beginner , Specialization , 3 - 6 Months,849,https://www.coursera.org/specializations/learning-linux-for-lfca-certification,"1,800,000"
Understanding Research Methods,University of London," Planning, Writing",4.6,Mixed , Course , 1 - 4 Weeks,7100,https://www.coursera.org/courses/understanding-research-methods,"639,000"
Teach English Now! Foundational Principles,Arizona State University, Mergers & Acquisitions,4.9,Mixed , Course , 1 - 3 Months,14000,https://www.coursera.org/courses/teach-english-now-foundational-principles,"359,000"
Learn English: Advanced Grammar and Punctuation,"University of California, Irvine", Writing,4.8,Advanced , Specialization , 3 - 6 Months,2500,https://www.coursera.org/specializations/learn-english-advanced-grammar-and-punctuation,"1,060,000"
Social Media Marketing,Northwestern University," Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, People Management, Persona Research",4.6,Beginner , Specialization , 3 - 6 Months,5300,https://www.coursera.org/specializations/social-media-marketing,"1,680,000"
Introductory C Programming,Duke University," Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",4.6,Beginner , Specialization , 3 - 6 Months,7100,https://www.coursera.org/specializations/introductory-c-programming,"609,000"
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen, Critical Thinking,4.8,Beginner , Course , 1 - 4 Weeks,4300,https://www.coursera.org/courses/the-sustainable-development-goals--a-global-transdisciplinary-vision-for-the-future,"1,550,000"
Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System," Collaboration, Communication, Leadership Development, Leadership and Management, Culture, Emotional Intelligence",4.9,Beginner , Course , 1 - 4 Weeks,1700,https://www.coursera.org/courses/inclusive-leadership-the-power-of-workplace-diversity,"1,250,000"
Supply Chain Logistics,Rutgers the State University of New Jersey," Continuous Delivery, Inventory Management, Leadership and Management, Material Handling, Planning, Shipping and Receiving, Store Management, Strategy and Operations, Supply Chain Systems, Supply Chain and Logistics, Transportation Operations Management, Warehouse Management",4.8,Beginner , Course , 1 - 4 Weeks,10000,https://www.coursera.org/courses/supply-chain-logistics,"1,730,000"
Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai," Bioinformatics, Probability & Statistics, Mathematics, Differential Equations, Network Analysis, Graph Theory, Matlab",4.4,Intermediate , Specialization , 3 - 6 Months,936,https://www.coursera.org/specializations/systems-biology-and-biotechnology,"889,000"
Introduction to Back-End Development,Meta," HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools",4.8,Beginner , Course , 1 - 4 Weeks,2700,https://www.coursera.org/courses/introduction-to-backend-development,"1,730,000"
Fundamentos del marketing digital y comercio electrónico,Google," E-Commerce, Marketing, Strategy",4.9,Beginner , Course , 1 - 4 Weeks,900,https://www.coursera.org/courses/fundamentos-del-marketing-digital-y-comercio-electrnico,"1,230,000"
Sales and CRM Overview,Salesforce," Customer Relationship Management, Sales, Databases, Sales Systems, Salesforce, B2B Sales, Customer Success, Leadership and Management, Marketing, Operations Management",4.5,Beginner , Course , 1 - 4 Weeks,882,https://www.coursera.org/courses/sales-and-crm-overview,"889,000"
Gender Analytics: Gender Equity through Inclusive Design,University of Toronto," Research and Design, Critical Thinking, Organizational Development, People Analysis, Business Analysis, Decision Making, Data Analysis, Emotional Intelligence, Leadership and Management, People Development, Strategy and Operations, Business Psychology, Communication, Data Management, Human Resources, Leadership Development, Problem Solving, Strategy, User Experience Design, Change Management, General Statistics, Human Computer Interaction, Innovation, Probability & Statistics, Statistical Analysis, User Experience, Creativity, Market Research",4.8,Beginner , Specialization , 3 - 6 Months,488,https://www.coursera.org/specializations/gender-analytics-gender-equity-through-inclusive-design,"949,000"
IA para todos,DeepLearning.AI," Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Algorithms, Applied Machine Learning, Machine Learning Algorithms, Media Strategy & Planning, Natural Language Processing, Strategy and Operations, Leadership and Management",4.9,Beginner , Course , 1 - 4 Weeks,1100,https://www.coursera.org/courses/ia-para-todos,"449,000"
Google Data Analytics (DE),Google," Design and Product, Data Analysis, Software Engineering, Microsoft Excel, Business Analysis, Computer Programming, SQL",4.4,Beginner , Professional Certificate , 3 - 6 Months,28,https://www.coursera.org/professional-certificates/google-data-analytics-de,"139,000"
Uncommon Sense Teaching,Deep Teaching Solutions," Human Learning, Planning, Entrepreneurship",4.9,Beginner , Specialization , 1 - 3 Months,621,https://www.coursera.org/specializations/uncommon-sense-teaching,"1,190,000"
Introduction to Operations Management,University of Pennsylvania," Leadership and Management, Operations Management",4.4,Beginner , Course , 1 - 4 Weeks,2600,https://www.coursera.org/courses/introduction-to-operations-management,"459,000"
Professionalism in Allied Health,MedCerts," Communication, Leadership and Management",4.8,Beginner , Course , 1 - 3 Months,130,https://www.coursera.org/courses/professionalism-in-allied-health,"1,150,000"
Industrial IoT Markets and Security,University of Colorado Boulder," Internet Of Things, Computer Networking, Network Security, Security Engineering, System Security, Market Research, Network Analysis, Operations Management, Software Security, Software-Defined Networking",4.7,Intermediate , Course , 1 - 3 Months,461,https://www.coursera.org/courses/industrial-iot-markets-and-security,"589,000"
Salesforce Fundamentals,"University of California, Irvine"," Cloud Computing, Data Management, Leadership and Management, Salesforce",4.3,Beginner , Specialization , 1 - 3 Months,230,https://www.coursera.org/specializations/salesforce-fundamentals,"1,810,000"
Customer Relationship Management,Starweaver," Customer Relationship Management, Leadership and Management, Problem Solving",4.6,Beginner , Course , 1 - 4 Weeks,36,https://www.coursera.org/courses/customer-relationship-management,"1,930,000"
Devenir entrepreneur du changement,HEC Paris," Entrepreneurship, Leadership and Management, Strategy, Professional Development, Strategy and Operations, Change Management, Collaboration, Communication, Creativity, Innovation, Organizational Development, Planning",4.7,Mixed , Course , 1 - 3 Months,596,https://www.coursera.org/courses/devenir-entrepreneur-du-changement,"1,330,000"
Sustainable Cities,Johns Hopkins University, Planning,4.6,Intermediate , Specialization , 3 - 6 Months,195,https://www.coursera.org/specializations/sustainable-cities,"1,290,000"
تصميم تجربة المستخدم من Google,Google, Problem Solving,4.7,Beginner , Professional Certificate , 3 - 6 Months,81,https://www.coursera.org/professional-certificates/google,"1,220,000"
Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign," Market Analysis, Finance, Business Analysis, Financial Analysis, Data Analysis, Behavioral Economics, Decision Making, Econometrics, Probability & Statistics, Accounting, Banking, General Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Accounting, Financial Management, Strategy and Operations, Investment Management, Market Research, Probability Distribution, Regulations and Compliance, Marketing, Risk Management, Securities Trading, Statistical Tests, Correlation And Dependence, Securities Sales, Strategy, Taxes, Game Theory, Regression, Microsoft Excel",4.8,Beginner , Specialization , 3 - 6 Months,3900,https://www.coursera.org/specializations/managerial-economics-and-business-analysis,"279,000"
Introduction to Hardware and Operating Systems,IBM," Operating Systems, Computer Networking, IBM Cloud",4.8,Beginner , Course , 1 - 3 Months,915,https://www.coursera.org/courses/introduction-to-hardware-and-operating-systems,"1,150,000"
"Python, Bash and SQL Essentials for Data Engineering",Duke University," Computer Programming, Programming Principles, Python Programming, Computer Programming Tools, Data Management, Data Structures, Cloud Applications, Databases, Software Engineering Tools, SQL, Exploratory Data Analysis, Operating Systems, Amazon Web Services, Data Analysis, Extract, Transform, Load, Cloud Engineering, Cloud Platforms, DevOps, Machine Learning, Problem Solving, Small Data, Big Data, Computational Logic, Linux, Database Application",4.5,Beginner , Specialization , 3 - 6 Months,314,https://www.coursera.org/specializations/python-bash-and-sql-essentials-for-data-engineering,"1,870,000"
Marketing en redes sociales de Meta,Meta," Communication, Marketing, Social Media, Advertising, Marketing Management, Strategy, Media Strategy & Planning, Market Analysis, Strategy and Operations, Leadership and Management, Product Marketing, Brand Management, Digital Marketing, E-Commerce, Decision Making, Influencing, Public Relations, Planning, User Experience, Budget Management, Business Analysis, Entrepreneurship, Statistical Analysis, Emotional Intelligence",4.9,Beginner , Professional Certificate , 3 - 6 Months,910,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-meta,"1,620,000"
Survey Data Collection and Analytics,University of Michigan," General Statistics, Probability & Statistics, Survey Creation, Research and Design, Data Analysis, Big Data, People Analysis, Statistical Analysis, Process Analysis, Data Management, Market Research, Social Media, Critical Thinking, Decision Making, Estimation, Market Analysis, Scientific Visualization, Communication, Human Learning",4.3,Beginner , Specialization , 3 - 6 Months,1300,https://www.coursera.org/specializations/survey-data-collection-and-analytics,"1,160,000"
Interaction Design,University of California San Diego," Probability & Statistics, Experiment, Statistical Tests, Human Computer Interaction, User Experience, R Programming, Statistical Programming, User Experience Design, Data Analysis, General Statistics, Statistical Analysis, User Research, Visual Design, Probability Distribution, Regression, Collaboration",4.5,Intermediate , Specialization , 3 - 6 Months,3900,https://www.coursera.org/specializations/interaction-design,"529,000"
"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art," Critical Thinking, Creativity",4.8,Intermediate , Specialization , 3 - 6 Months,1900,https://www.coursera.org/specializations/teaching-with-art-using-inquiry-activities-and-themes,"369,000"
1. 基礎知識：データはあらゆるところにある,Google," Data Analysis, Business Analysis, Data Visualization, Decision Making, Problem Solving, Process Analysis, Data Management, Exploratory Data Analysis, SQL, Visualization (Computer Graphics)",4.7,Beginner , Course , 1 - 3 Months,207,https://www.coursera.org/courses/1,"669,000"
Arts and Heritage Management,Università Bocconi," Leadership and Management, Marketing, Strategy, Communication, Customer Relationship Management, Organizational Development, Strategy and Operations, Brand Management, Business Process Management, Culture",4.8,Mixed , Course , 1 - 3 Months,1300,https://www.coursera.org/courses/arts-and-heritage-management,"179,000"
Foundations of Data Science,Google," Communication, Data Analysis, Planning, Project Management",4.7,Advanced , Course , 1 - 3 Months,1500,https://www.coursera.org/courses/foundations-of-data-science,"1,320,000"
Data Science Math Skills,Duke University," Data Analysis, General Statistics, Probability & Statistics, Problem Solving, Statistical Analysis, Algebra, Calculus, Critical Thinking",4.5,Beginner , Course , 1 - 3 Months,12000,https://www.coursera.org/courses/data-science-math-skills,"1,980,000"
SQL für Data Science,"University of California, Davis", SQL,4.4,Beginner , Course , 1 - 4 Weeks,21,https://www.coursera.org/courses/sql-fr-data-science,"1,220,000"
The Power of Statistics,Google," General Statistics, Probability Distribution, Python Programming, Statistical Analysis",4.8,Advanced , Course , 1 - 3 Months,351,https://www.coursera.org/courses/the-power-of-statistics,"629,000"
Data Science Foundations: Statistical Inference,University of Colorado Boulder," Probability & Statistics, General Statistics, Probability Distribution, Estimation, Statistical Tests, Mathematics, Correlation And Dependence, Calculus",4.4,Intermediate , Specialization , 3 - 6 Months,186,https://www.coursera.org/specializations/data-science-foundations-statistical-inference,"1,280,000"
Foundations of Data Science: K-Means Clustering in Python,University of London," Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Basic Descriptive Statistics, Data Visualization, General Statistics, Machine Learning, Machine Learning Algorithms",4.6,Beginner , Course , 1 - 3 Months,628,https://www.coursera.org/courses/foundations-of-data-science-kmeans-clustering-in-python,"1,360,000"
Data Science Fundamentals,"University of California, Irvine"," Data Analysis, Machine Learning, Probability & Statistics, Regression, Data Model, Exploratory Data Analysis, General Statistics, Statistical Analysis, Business Analysis, Business Intelligence, Data Mining",4.3,Beginner , Specialization , 3 - 6 Months,193,https://www.coursera.org/specializations/data-science-fundamentals,"219,000"
Applied Data Science with R,IBM," Data Analysis, R Programming, Computer Programming, Statistical Programming, Data Management, Data Visualization, Databases, Exploratory Data Analysis, Statistical Analysis, Data Analysis Software, Data Structures, Plot (Graphics), Statistical Visualization, Basic Descriptive Statistics, Interactive Data Visualization, SQL, Database Application, Extract, Transform, Load, General Statistics, Visualization (Computer Graphics), Programming Principles, Data Model, Database Administration, Database Design, Database Theory, Computer Programming Tools, Correlation And Dependence, Visual Design, Statistical Tests, Data Science",4.5,Beginner , Specialization , 3 - 6 Months,845,https://www.coursera.org/specializations/applied-data-science-with-r,"569,000"
Process Mining: Data science in Action,Eindhoven University of Technology," Process Analysis, Data Analysis, Data Mining",4.7,Intermediate , Course , 1 - 3 Months,1200,https://www.coursera.org/courses/process-mining-data-science-in-action,"519,000"
Statistics for Data Science with Python,IBM," Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Python Programming, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Statistical Programming, Data Visualization, Probability Distribution",4.5,Mixed , Course , 1 - 3 Months,357,https://www.coursera.org/courses/statistics-for-data-science-with-python,"709,000"
Expressway to Data Science: Essential Math,University of Colorado Boulder," Mathematics, Algebra, Calculus, Linear Algebra, Mathematical Theory & Analysis, Differential Equations, Plot (Graphics), Problem Solving, Applied Mathematics, Graph Theory",4.5,Intermediate , Specialization , 3 - 6 Months,325,https://www.coursera.org/specializations/expressway-to-data-science-essential-math,"1,210,000"
Data Science Coding Challenge: Loan Default Prediction,Coursera Project Network," Data Analysis, Data Science, Machine Learning, Python Programming",4.7,Intermediate , Guided Project , Less Than 2 Hours,54,https://www.coursera.org/guided-projects/data-science-coding-challenge-loan-default-prediction,"1,180,000"
Code Free Data Science,University of California San Diego," Data Analysis, Big Data, Data Analysis Software, Data Management, Data Mining, Machine Learning, Algorithms, Data Model, Data Visualization Software, Decision Making",4.3,Beginner , Course , 1 - 4 Weeks,193,https://www.coursera.org/courses/code-free-data-science,"1,350,000"
Python for Data Science,Fractal Analytics," Data Analysis, Exploratory Data Analysis, Feature Engineering",3.7,Beginner , Course , 1 - 3 Months,29,https://www.coursera.org/courses/python-for-data-science,"169,000"
Data Science Methods for Quality Improvement,University of Colorado Boulder," Data Analysis, General Statistics, R Programming",4.4,Intermediate , Specialization , 3 - 6 Months,36,https://www.coursera.org/specializations/data-science-methods-for-quality-improvement,"1,390,000"
The Path to Insights: Data Models and Pipelines,Google," Data Management, Data Model, Extract, Transform, Load",4.7,Advanced , Course , 1 - 4 Weeks,313,https://www.coursera.org/courses/the-path-to-insights-data-models-and-pipelines,"929,000"
Python for Data Analysis: Pandas & NumPy,Coursera Project Network," Data Analysis, Python Programming, Data Science",4.4,Beginner , Guided Project , Less Than 2 Hours,241,https://www.coursera.org/guided-projects/python-for-data-analysis-pandas--numpy,"139,000"
Tidyverse Skills for Data Science in R,Johns Hopkins University," R Programming, Data Management, Data Analysis, Data Structures, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Database Design, Leadership and Management, Programming Principles, Computer Programming, Database Theory, Regression, General Statistics, Statistical Analysis, Statistical Programming",4.5,Beginner , Specialization , 3 - 6 Months,88,https://www.coursera.org/specializations/tidyverse-skills-for-data-science-in-r,"209,000"
Statistics For Data Science,Coursera Project Network," General Statistics, Statistical Analysis, Basic Descriptive Statistics",4,Beginner , Guided Project , Less Than 2 Hours,19,https://www.coursera.org/guided-projects/statistics-for-data-science,"1,250,000"
Data Analytics for Lean Six Sigma,University of Amsterdam," Probability & Statistics, Data Visualization, General Statistics, Statistical Visualization, Basic Descriptive Statistics, Correlation And Dependence, Data Analysis, Statistical Tests, Minitab",4.8,Beginner , Course , 1 - 3 Months,3200,https://www.coursera.org/courses/data-analytics-for-lean-six-sigma,"1,060,000"
Data-driven Decision Making,PwC," Big Data, Business Analysis, Data Analysis, Data Management, Data Visualization, Decision Making, Business Process Management, Critical Thinking, Data Analysis Software, Data Structures",4.6,Beginner , Course , 1 - 4 Weeks,6000,https://www.coursera.org/courses/datadriven-decision-making,"1,020,000"
Introduction to Machine Learning,Duke University," Artificial Neural Networks, Machine Learning, Natural Language Processing, Python Programming, Regression",4.7,Intermediate , Course , 1 - 3 Months,3400,https://www.coursera.org/courses/introduction-to-machine-learning,"1,590,000"
Applied Data Science for Data Analysts,Databricks," Machine Learning, Machine Learning Algorithms, Algorithms, Human Learning, Python Programming, Applied Machine Learning, Regression, Data Analysis, Feature Engineering, SQL, Data Science",4.5,Intermediate , Course , 1 - 3 Months,45,https://www.coursera.org/courses/applied-data-science-for-data-analysts,"139,000"
Database systems,Universidad Nacional Autónoma de México," Databases, SQL, Business Intelligence, Data Warehousing, Leadership and Management, NoSQL",4.3,Intermediate , Specialization , 3 - 6 Months,669,https://www.coursera.org/specializations/database-systems,"519,000"
Supply Chain Analytics,Rutgers the State University of New Jersey," Data Analysis, Supply Chain Systems, Supply Chain and Logistics, Strategy and Operations, Leadership and Management, Inventory Management, Operations Management, Business Analysis, Planning, Operational Analysis, Market Analysis, Strategy, Business Intelligence, Process Analysis, Business Process Management, Forecasting, Transportation Operations Management, Warehouse Management, Data Management, Probability & Statistics, Statistical Analysis, General Statistics, Statistical Visualization, Data Model, Regression, Business Research, Statistical Tests, Basic Descriptive Statistics, Retail Sales, Data Visualization, Data Science",4.6,Beginner , Specialization , 3 - 6 Months,2000,https://www.coursera.org/specializations/supply-chain-analytics,"1,730,000"
Análisis de Datos de Google,Google," Data Analysis, Data Management, Databases, Exploratory Data Analysis, Data Visualization, SQL, Business Analysis, Microsoft Excel, Process Analysis, Statistical Programming, Data Structures, Extract, Transform, Load, Spreadsheet Software, Communication, Operational Analysis, Computer Programming, Problem Solving, Strategy, Visualization (Computer Graphics), Statistical Analysis, Tableau Software, Data Analysis Software, Plot (Graphics), Programming Principles, R Programming, Strategy and Operations, Research and Design, Business Communication, Computer Programming Tools, Computer Graphics, Data Model, Computer Architecture",4.8,Beginner , Professional Certificate , 3 - 6 Months,7500,https://www.coursera.org/professional-certificates/anlisis-de-datos-de-google,"1,750,000"
Bioinformatics,University of California San Diego," Bioinformatics, Algorithms, Computer Programming, Probability & Statistics, Computational Thinking, Computational Logic, Python Programming, Theoretical Computer Science, Critical Thinking, Graph Theory, Problem Solving, General Statistics",4.3,Beginner , Specialization , 3 - 6 Months,1200,https://www.coursera.org/specializations/bioinformatics,"1,230,000"
Information Visualization,New York University," Data Visualization, Javascript, Visualization (Computer Graphics), Web Development, Computer Programming, Data Analysis, HTML and CSS, Interactive Data Visualization, Front-End Web Development, Tableau Software",4.5,Beginner , Specialization , 3 - 6 Months,440,https://www.coursera.org/specializations/information-visualization,"1,390,000"
Data Literacy,Johns Hopkins University," General Statistics, Data Analysis, Probability & Statistics, Statistical Analysis, Research and Design, Statistical Tests, Basic Descriptive Statistics, Regression, Data Visualization, Exploratory Data Analysis",4.6,Beginner , Specialization , 3 - 6 Months,206,https://www.coursera.org/specializations/data-literacy,"1,710,000"
Exploratory Data Analysis With Python and Pandas,Coursera Project Network," Data Analysis, Exploratory Data Analysis, Python Programming",4.5,Beginner , Guided Project , Less Than 2 Hours,395,https://www.coursera.org/guided-projects/exploratory-data-analysis-with-python-and-pandas,"1,020,000"
Methods and Statistics in Social Sciences,University of Amsterdam," Probability & Statistics, Statistical Tests, General Statistics, Statistical Analysis, Correlation And Dependence, Statistical Programming, Basic Descriptive Statistics, Research and Design, Data Analysis, Regression, Adaptability, Computational Thinking, Critical Thinking, People Analysis, Theoretical Computer Science, Writing, Probability Distribution, Problem Solving, R Programming, Experiment, Mathematical Theory & Analysis, Computer Programming",4.6,Beginner , Specialization , 3 - 6 Months,7300,https://www.coursera.org/specializations/methods-and-statistics-in-social-sciences,"1,260,000"
